Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Chicago, IL",30-01-2020,30.5,33.6,32.3,25.4,76.15,,6.8,9.2,118.71,26.9,0,0,,9,10.7,1023.7,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",31-01-2020,30.6,35.9,33.4,28.5,82.19,,8.8,11.4,161.79,25.8,0,0,,6.3,9.4,1021.8,"Light Snow, Mist, Light Drizzle",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",01-02-2020,32.4,37.9,34.8,30.4,84.16,,19.3,27.7,226.29,24.2,0,20.83,,6.3,9.6,1013.1,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",02-02-2020,35.3,52.9,43.5,30.9,62.14,,17.6,24,243.08,27.2,0,0,,10,7.5,1002.7,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",03-02-2020,32.9,42.4,38.5,32.6,79.21,,22,23,238.38,26.8,0,0,,10,6.1,1007.9,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",04-02-2020,30.2,37.5,34.1,26.9,75.06,,23,35.7,141.38,16.7,0,0,,10,12.4,1016.6,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",05-02-2020,26.9,30.8,29,20.8,72.08,,17.5,21.9,43.25,15.6,0,12.5,,7.3,7.7,1018.4,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",06-02-2020,27.4,31.2,28.9,24.2,82.49,,20,25.5,74.17,15,0.1,25,1.6,5.3,9.1,1005.5,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",07-02-2020,27.8,36.8,31.8,16.6,55.69,,13.1,19.7,240.46,16.9,0,0,1.3,9.3,6.7,1008.7,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",08-02-2020,28.6,35.3,31.3,21.6,67.95,,10.4,12.8,253.17,21.4,0,0,0.8,9.4,7.5,1020.6,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",09-02-2020,24,36.2,31.3,27,84.23,,14.3,23.8,190.83,14.9,0,16.67,0.7,6.9,9.1,1019.9,"Light Snow, Mist, Light Drizzle",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",10-02-2020,27.2,34.9,30.5,25.7,82.27,,10.6,19.7,205.21,17.6,0,0,0.9,8.4,13.2,1020.9,"Mist, Smoke Or Haze",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",11-02-2020,26.1,35.1,30.2,21.3,70.32,,20.8,31.1,269.58,17.6,0,0,0.6,8.3,58.3,1021.3,Mist,41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",12-02-2020,25.1,35.7,30.2,23.3,76.29,,11.3,16.1,197.96,16.4,0.2,33.33,1.2,6.7,35.8,1016.9,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,"Rain, Partially cloudy"
"Chicago, IL",13-02-2020,9.1,32.2,19.3,13.4,77.85,,22.5,26.6,295.46,-7.1,0,8.33,1.7,5.5,6.9,1020.4,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",14-02-2020,2.2,15.2,8.1,-3.7,58.39,,14.6,24.2,233.58,-12.4,0,0,1.5,10,0.6,1035.8,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",15-02-2020,8.7,32.2,23.5,14.3,67.56,,20.7,28.9,207.58,-8,0,0,1,10,7,1022.6,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",16-02-2020,25.7,34.9,30.2,24,78.07,,9,16.1,180.71,18.3,0,0,0.9,10,4.2,1020.9,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",17-02-2020,29.9,36.4,33.6,29.2,84.13,,12.6,20.8,115.54,23.6,0.1,25,0.6,6.2,29.6,1016.8,"Mist, Light Drizzle, Light Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Partially cloudy"
"Chicago, IL",18-02-2020,27.7,38.5,34.9,26.3,71.54,,19.2,23,272.21,19.4,0,0,,8.7,6.6,1020.2,"Mist, Light Drizzle",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",19-02-2020,18.9,27.4,23.4,7.5,50.81,,13.7,18.3,230.5,8.6,0,0,,10,4.9,1036.3,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",20-02-2020,13.4,22.6,18.6,1.4,46.74,,14.7,18.3,239.5,0.3,0,0,,10,3.5,1040.3,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",21-02-2020,11.9,36.3,24.4,7.1,49.14,,17.2,24.2,228.79,1.5,0,0,,10,0.6,1034.7,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",22-02-2020,27.2,49.8,37.4,19.8,49.84,,14.7,21.9,206.5,19.6,0,0,,10,2.6,1023.4,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",23-02-2020,34.3,54.3,43.7,26.5,51.26,,13,18.3,224.42,26.9,0,0,,10,3.3,1015.3,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",24-02-2020,35.4,44.6,38.2,30.2,73.79,,12.6,16.1,265.38,27.8,0,0,,9.8,9.2,1012.4,"Light Drizzle, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",25-02-2020,31.1,37,34.7,31.1,86.53,,21.7,30.5,130.17,19.1,0,20.83,,7.2,9.4,1014.9,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",26-02-2020,26.1,31.3,29.1,23.3,79.75,,23.3,28.8,254.54,11.9,0,0,1.1,6.5,27.6,1019,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",27-02-2020,24.6,30.3,26.9,13,55.61,,16,30,287.79,13.1,0,0,1.1,10,46.8,1019,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",28-02-2020,20.3,29.8,24.4,7,47.51,,14.2,19.7,295.58,10.9,0,0,0.6,10,4,1019.4,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",29-02-2020,19.2,35.8,27.5,7.5,43.75,,13.4,19.7,234.96,8.1,0,0,0.6,10,1.4,1022.9,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",01-03-2020,30.8,56.6,44.3,30.6,58.89,,19.4,26.4,190.75,22.7,0,0,,10,8.1,1011,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",02-03-2020,33.9,51.7,40.2,30.9,69.54,,9.5,16.1,227.46,30.8,0,0,,10,6.1,1007,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",03-03-2020,33,47.7,40,28,63.36,,23,36.9,249.17,26.2,0,0,,9.8,5.3,1004.6,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",04-03-2020,35.9,43.3,39.7,27.2,61.33,,11.6,18.6,214.58,29,0,8.33,,9.9,4.5,1014.2,Light Rain,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",05-03-2020,33.7,51.2,41.8,25.8,54.42,,22.3,34.7,217.92,27.5,0,0,,10,5.9,1015.2,"Light Snow, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",06-03-2020,30.3,36.4,33.2,24.4,69.91,,22.5,30,243.25,21.1,0,0,,9.6,6.8,1027.3,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",07-03-2020,27.6,50.4,38.7,21.1,52.9,,18,24.2,177.29,22.2,0,0,,10,2.3,1031.7,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",08-03-2020,41.8,64,51.9,22.6,32.85,,26,32.9,194.13,33.8,0,0,,10,6.4,1022.4,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",09-03-2020,48,57.3,53.6,40.8,65.05,,20.4,33.3,195.71,43.7,0.7,50,,8.1,8.3,1016.3,"Mist, Light Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",10-03-2020,32.5,54.5,38.2,33.8,84.13,,15.2,27.7,207.21,26.9,0,8.33,,9.3,8.1,1020.9,"Mist, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",11-03-2020,34.2,42.9,39.4,33.1,78.1,,8.1,12.8,183,31.1,0,0,,7.8,31.2,1018.2,"Mist, Light Drizzle, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",12-03-2020,37.6,55.7,45.6,39.2,78.24,,11.8,23.4,189.5,32.3,0,0,,7.8,7.5,1009.2,"Mist, Light Drizzle, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",13-03-2020,34.1,48.8,42,21.9,46.77,,19.7,30,277.92,24.6,0,0,,10,23.8,1021.5,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",14-03-2020,32.8,41.7,36.6,24.6,63.21,,18.9,20.8,75.08,21.3,0,0,,9.4,30.1,1032.9,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",15-03-2020,33.6,38.9,35.6,26.3,69.03,,15.5,18.3,45.88,24.1,0,0,,10,9.6,1036.5,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",16-03-2020,33.2,40.9,36.7,32.3,84.25,,10.3,18.3,176.25,26.2,0,4.17,,7.2,63.8,1027.7,,41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",17-03-2020,37.1,47,40.5,24.8,57.92,,16.1,18.3,209.17,29,0,0,,8.9,50,1025.1,,41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",18-03-2020,38.9,45,41.7,33.8,75.86,,10.3,18.3,108.33,33.3,0.4,25,,6.6,65.6,1021.9,,41.88425,-87.63245,"Chicago, IL",,,"Rain, Partially cloudy"
